window_idx,t0,t1,x0,y0,yaw0,xt,yt,yawt,v0,vt,dyaw_deg,xr_true,yr_true,xr_pred,yr_pred,err_x,err_y,err_dist
2268,11340,11354,1.0820399522781372,-2.5880239009857178,-79.40123748779297,1.0455271005630493,-3.065685987472534,-109.8376235961914,0.7017313838005066,0.7155954837799072,-30.436386108398438,0.4627970341798618,-0.12374636302385104,0.5000377893447876,-0.07509603351354599,0.03724074363708496,0.04865033179521561,0.06126767312725081
2269,11345,11359,1.1124248504638672,-2.764429807662964,-81.9229736328125,0.9543236494064331,-3.213613748550415,-124.1808853149414,0.8519238829612732,0.6781325340270996,-42.257911682128906,0.4225141782236493,-0.21964510403598514,0.46427586674690247,-0.17017808556556702,0.041761696338653564,0.04946701228618622,0.06473812312388744
2270,11350,11364,1.0896800756454468,-2.943298578262329,-98.10235595703125,0.8246979713439941,-3.3223369121551514,-141.27442932128906,0.8440871834754944,0.7982311248779297,-43.17207336425781,0.4126018134251397,-0.2089146182500371,0.42923471331596375,-0.21692714095115662,0.016632914543151855,-0.008012518286705017,0.01846223972042869
2271,11355,11369,1.0235927104949951,-3.111614227294922,-111.9583740234375,0.6756867170333862,-3.3867075443267822,-158.6171417236328,0.8591114282608032,0.7612208127975464,-46.65876770019531,0.38523037508346913,-0.21980098151543911,0.42093178629875183,-0.20947256684303284,0.03570142388343811,0.010328412055969238,0.0371654108399573
2272,11360,11374,0.9379236102104187,-3.2315430641174316,-125.99492645263672,0.5301927328109741,-3.401978015899658,-175.1842041015625,0.6807363033294678,0.6700953841209412,-49.18927764892578,0.3775226292161844,-0.22971548838428413,0.4090978503227234,-0.28293487429618835,0.03157523274421692,-0.05321939289569855,0.06188133081179006
2273,11365,11379,0.8045634627342224,-3.3362457752227783,-143.82229614257812,0.3797832727432251,-3.3715498447418213,170.38328552246094,0.6618672609329224,0.6498567461967468,-45.79443359375,0.36371805126688256,-0.22224708393140863,0.37473544478416443,-0.23338055610656738,0.011017382144927979,-0.011133477091789246,0.015663237899003313
2274,11370,11384,0.6515981554985046,-3.391749620437622,-162.6938934326172,0.22323380410671234,-3.2857260704040527,151.2675018310547,0.6362320780754089,0.7855381369590759,-46.038604736328125,0.37743236901059185,-0.22865214794930708,0.40796777606010437,-0.1588330864906311,0.030535399913787842,0.06981906294822693,0.0762044106260486
2275,11375,11389,0.4843677282333374,-3.399386167526245,-178.9409637451172,0.09878621250391006,-3.1616108417510986,139.67713928222656,0.7790128588676453,0.841105580329895,-41.38189697265625,0.38112094855646395,-0.24486126508027595,0.3708302974700928,-0.18457984924316406,-0.010290652513504028,0.060281410813331604,0.061153462852068644
2276,11380,11394,0.3321034610271454,-3.3515803813934326,165.72572326660156,0.007920370437204838,-3.0014662742614746,118.78177642822266,0.7494659423828125,0.8833075761795044,-46.943946838378906,0.40049993327855327,-0.2593730105919994,0.4075919985771179,-0.2343003749847412,0.0070920586585998535,0.02507263422012329,0.026056367412844
2277,11385,11399,0.2018994390964508,-3.2669715881347656,151.2675018310547,-0.03863561898469925,-2.8481085300445557,106.09991455078125,0.7855381369590759,0.7486168146133423,-45.16758728027344,0.4122750873296832,-0.2516597392946183,0.3770729899406433,-0.16807827353477478,-0.035202085971832275,0.08358147740364075,0.09069206261709775
2278,11390,11404,0.08524589985609055,-3.1422269344329834,133.87835693359375,-0.0528993085026741,-2.664425849914551,92.4557876586914,0.7299582958221436,0.7298093438148499,-41.422569274902344,0.4401577597394317,-0.23160121221755636,0.3510036766529083,-0.23535555601119995,-0.08915409445762634,-0.003754347562789917,0.08923310867711372
2279,11395,11409,-0.0008899272070266306,-2.978882312774658,115.94287872314453,-0.04606455937027931,-2.4801435470581055,87.59544372558594,0.7252980470657349,0.7150532603263855,-28.347434997558594,0.4682439437558611,-0.17756326467141986,0.4480116665363312,-0.28516826033592224,-0.020232290029525757,-0.1076049953699112,0.10949055022419724
2280,11400,11414,-0.04721362888813019,-2.796996593475342,103.07933044433594,-0.05682846158742905,-2.294541358947754,93.38459014892578,0.877353310585022,0.8747323155403137,-9.694740295410156,0.491596210362075,-0.10434018243062122,0.5110362768173218,-0.2607031762599945,0.019440054893493652,-0.15636299550533295,0.15756681788264565
2281,11405,11419,-0.05151911824941635,-2.6100387573242188,90.01895904541016,-0.13041962683200836,-2.1365966796875,116.80902862548828,0.8891586661338806,0.8163408637046814,26.790069580078125,0.4734681597188497,0.07874384334035484,0.4473007619380951,-0.025189809501171112,-0.02616739273071289,-0.1039336547255516,0.10717712921576851
2282,11410,11424,-0.04743894934654236,-2.453306198120117,88.18533325195312,-0.2187669575214386,-1.987262487411499,120.31378173828125,0.7094267010688782,0.8072352409362793,32.128448486328125,0.46038460569199047,0.18600011160767085,0.4321145713329315,0.11855498701334,-0.028270035982131958,-0.06744512170553207,0.0731302904158398
2283,11415,11429,-0.06347697228193283,-2.269068717956543,97.4531021118164,-0.27540549635887146,-1.8491950035095215,111.573974609375,0.7369070649147034,0.6786478161811829,14.120872497558594,0.4438165847168205,0.15567424762395585,0.41874805092811584,0.04816323518753052,-0.02506852149963379,-0.1075110137462616,0.11039496748913173
2284,11420,11434,-0.14468693733215332,-2.1139652729034424,120.77141571044922,-0.2993113696575165,-1.679842472076416,96.36306762695312,0.7024819850921631,0.6706447005271912,-24.408348083496094,0.4521129946305064,-0.08924775266682336,0.4076653718948364,-0.13401609659194946,-0.044447630643844604,-0.04476834088563919,0.06308562606096912
2285,11425,11439,-0.23003453016281128,-1.963941216468811,120.05436706542969,-0.28871840238571167,-1.5080053806304932,85.71107482910156,0.8101229667663574,0.6913617849349976,-34.343292236328125,0.42402567025874394,-0.1775486249518204,0.41349583864212036,-0.19421547651290894,-0.010529845952987671,-0.016666844487190247,0.019714496213543847
